invoice_date,supplier_avg_amount_90d,supplier_invoice_count_30d,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,payment_term_days,is_fraud
13-08-2023,8486.005526,13,0,1,0,30,1
08-02-2023,11228.43227,17,0,1,0,30,1
08-11-2023,7613.440286,12,0,0,0,30,0
06-07-2023,6156.92,11,0,0,0,60,0
11-10-2023,11362.1556,9,0,0,0,90,0
13-07-2023,4837.560789,11,0,0,0,30,0
10-06-2023,15893.38455,8,0,0,0,30,0
02-04-2023,6412.456286,16,0,1,0,60,1
17-11-2023,6645.542813,9,0,0,0,60,0
26-12-2023,18868.74438,8,0,0,0,60,1
05-09-2023,4240.570345,14,0,0,0,30,0
23-05-2023,2802.511714,13,0,1,1,60,1
19-10-2023,5923.061892,14,0,0,0,30,0
12-03-2023,5907.7044,11,0,0,0,60,0
22-08-2023,4475.707714,14,0,0,0,30,0
22-08-2023,13798.89854,13,0,0,1,30,0
05-06-2023,6653.016757,8,0,0,0,30,0
28-09-2023,4880.688125,10,0,1,1,30,1
25-09-2023,1713.422619,17,0,0,1,30,0
27-04-2023,7343.017556,13,0,0,1,60,0
30-07-2023,4253.477778,11,0,0,0,90,0
05-05-2023,3088.527708,22,0,0,0,30,1
10-11-2023,1737.838824,6,0,0,1,30,0
04-02-2023,6164.899333,13,0,0,0,60,0
06-04-2023,3123.300244,18,0,0,1,30,0
26-08-2023,1555.8175,10,0,0,0,30,0
22-02-2023,2778.5708,16,0,0,1,30,0
26-05-2023,4307.695429,16,0,0,0,60,0
22-06-2023,5655.265676,7,0,0,0,30,1
26-02-2023,9334.5475,9,0,0,0,30,0
27-04-2023,1778.069231,13,0,0,0,30,0
06-11-2023,8243.518571,3,0,0,0,30,0
27-01-2023,3692.446667,12,0,0,0,30,0
08-03-2023,19503.93743,17,0,0,1,60,0
07-09-2023,6962.536458,19,0,0,1,60,0
27-06-2023,7423.719167,12,0,0,1,60,0
28-11-2023,9502.90975,10,0,1,0,30,1
20-01-2023,4519.163,10,0,0,0,30,0
29-07-2023,8505.28881,20,0,0,0,30,0
11-05-2023,3892.357742,16,0,0,0,60,0
08-09-2023,1872.489796,15,0,0,0,30,0
15-11-2023,10127.0049,16,0,0,0,30,0
20-04-2023,2099.945667,13,0,1,1,30,1
06-06-2023,14682.71056,13,0,0,1,30,0
20-06-2023,44485.35641,15,0,0,0,60,1
21-07-2023,2517.929333,22,0,0,0,30,1
22-10-2023,8833.955476,12,0,0,0,30,0
10-05-2023,1743.93027,17,0,1,1,60,1
24-04-2023,2984.460513,8,0,0,0,60,0
20-12-2023,7182.424048,16,0,0,1,30,0
03-07-2023,8364.89825,6,0,0,0,60,0
24-08-2023,11097.64864,16,0,0,1,30,0
26-06-2023,2710.740541,16,0,0,0,90,0
20-10-2023,2166.122632,10,0,0,1,60,0
06-09-2023,1866.939375,9,0,0,1,30,0
06-09-2023,8977.277045,10,0,0,0,90,0
01-01-2023,22744.79,1,0,0,1,30,0
07-04-2023,1040.841579,11,0,1,0,30,1
09-02-2023,1835.704583,19,0,0,0,60,0
11-10-2023,4235.979231,15,0,0,0,30,0
03-11-2023,7171.418387,8,0,0,0,60,0
07-12-2023,10940.11298,18,0,0,0,30,0
14-09-2023,8147.340645,7,0,0,0,30,0
05-05-2023,7577.250769,8,0,0,1,30,1
12-05-2023,3679.994681,20,0,0,0,30,0
18-07-2023,5731.161224,22,0,1,0,90,1
08-01-2023,3751.04,3,0,0,0,30,0
18-06-2023,13567.19256,16,0,0,1,30,0
03-05-2023,3462.735714,12,0,0,0,30,0
06-02-2023,9969.438571,6,0,0,0,30,0
09-03-2023,3415.7684,11,0,0,0,30,0
10-06-2023,2323.979333,9,0,0,0,30,0
26-08-2023,7746.113023,11,0,0,0,30,0
20-12-2023,8799.347714,12,0,0,0,30,0
25-09-2023,14503.95957,21,0,1,0,30,1
01-09-2023,9771.150323,9,0,0,0,60,0
24-01-2023,22292.87867,15,0,0,0,30,0
06-04-2023,4106.665455,9,0,0,0,30,0
28-04-2023,5439.735676,20,0,0,0,30,0
16-07-2023,1446.9818,22,0,0,0,30,0
13-02-2023,4157.039167,16,0,0,0,30,0
27-01-2023,21262.50643,14,0,0,0,30,0
08-07-2023,6411.77,11,0,0,0,30,0
22-09-2023,13832.15756,11,0,0,0,30,0
29-10-2023,11345.86813,16,0,0,0,30,0
20-07-2023,11899.825,18,0,0,0,30,0
14-06-2023,7015.493438,9,0,0,0,60,0
29-06-2023,7089.649556,14,0,0,0,60,0
30-09-2023,5243.853415,13,0,0,0,90,0
26-11-2023,4740.923226,7,0,0,1,60,0
29-06-2023,6470.162143,7,0,0,0,30,0
03-11-2023,4208.304528,23,0,1,0,90,1
16-10-2023,13950.42882,9,0,0,1,30,0
06-03-2023,2275.798846,13,0,0,1,60,0
03-12-2023,3347.155526,13,0,0,0,30,1
19-05-2023,1769.498,12,0,0,1,30,0
18-07-2023,7266.797097,11,0,0,1,30,0
23-07-2023,10018.43804,24,0,0,0,30,0
20-06-2023,6490.373784,11,0,0,0,30,0
18-02-2023,10140.995,12,0,0,0,30,0
06-06-2023,2738.628485,8,0,0,1,30,0
18-12-2023,5166.45619,16,0,0,0,60,0
16-02-2023,11433.4485,15,0,0,0,60,0
19-11-2023,7487.902222,13,0,0,0,60,1
22-05-2023,1326.8725,16,0,1,0,60,1
19-02-2023,2414.893158,13,0,0,1,30,0
24-09-2023,4052.568684,16,0,0,1,30,0
26-12-2023,6665.893333,12,0,0,0,30,0
14-07-2023,5642.518889,10,0,0,0,30,0
14-12-2023,2230.488649,10,0,0,0,30,0
27-04-2023,6017.073,16,0,0,0,30,0
01-11-2023,5762.020526,15,0,0,0,60,0
14-12-2023,2504.850909,10,0,0,0,60,0
10-12-2023,7835.07,9,0,0,0,30,0
07-02-2023,17352.75375,13,0,0,1,30,0
15-09-2023,9891.9,15,0,0,1,30,0
08-07-2023,15422.27133,10,0,0,0,30,0
08-01-2023,5422.33,2,0,0,1,60,0
17-08-2023,3554.118333,10,0,0,0,30,0
18-10-2023,16197.175,9,0,1,0,60,1
27-02-2023,1867.126667,11,0,0,0,30,0
30-04-2023,19085.51659,14,0,0,1,90,0
23-02-2023,1992.552857,16,0,0,0,60,0
23-12-2023,9594.82359,12,0,0,0,30,0
10-08-2023,3084.977568,10,0,0,0,60,0
23-08-2023,4736.088095,12,0,1,0,60,1
16-12-2023,2821.962258,11,0,1,0,60,1
01-10-2023,3911.60122,15,0,0,0,60,0
19-01-2023,4060.721,10,0,0,0,30,0
27-06-2023,2302.198857,13,0,0,0,60,0
28-03-2023,5698.13,13,0,0,0,60,0
17-05-2023,5327.733061,20,0,0,0,30,0
03-05-2023,1784.414,15,0,0,0,30,0
03-05-2023,16069.21094,12,0,0,0,30,0
18-11-2023,5652.437317,12,0,0,0,60,0
19-07-2023,4831.502632,11,0,0,1,60,0
03-02-2023,4873.139091,9,0,0,0,30,0
03-08-2023,15157.48684,14,0,0,1,60,0
21-05-2023,2524.0125,15,0,0,0,60,0
10-04-2023,2171.653,16,0,0,0,60,0
02-01-2023,8948.04,2,0,0,0,30,0
23-06-2023,3024.680625,14,0,0,0,30,0
05-12-2023,4513.966579,16,0,0,0,30,0
15-03-2023,6261.571,8,0,0,0,60,1
15-07-2023,5018.085909,11,0,1,1,30,1
18-03-2023,8113.51625,12,0,0,0,30,0
10-05-2023,4286.615135,16,0,0,0,60,0
23-06-2023,9148.821143,12,0,0,1,60,1
24-02-2023,9478.429583,16,0,0,0,60,0
28-01-2023,3340.715714,14,0,0,0,90,1
09-11-2023,6253.071951,16,0,0,1,90,0
12-02-2023,7801.445333,13,0,0,1,30,0
27-08-2023,6772.23975,14,0,0,0,30,0
30-12-2023,3508.124103,9,0,0,1,60,1
05-12-2023,4527.066061,14,0,0,1,30,0
25-09-2023,3277.6625,13,0,0,0,30,0
16-05-2023,3541.763333,19,0,0,0,30,0
10-08-2023,36631.36522,16,0,1,0,60,1
31-08-2023,8221.051852,14,0,0,0,60,0
18-06-2023,10345.61257,13,0,0,0,30,0
27-09-2023,3702.751739,12,0,0,0,60,0
02-01-2023,1766.67,1,0,0,1,30,0
11-12-2023,14965.28,15,0,0,0,30,0
14-08-2023,7272.818611,15,0,0,1,90,0
31-07-2023,7118.949048,17,0,0,1,30,0
26-07-2023,7444.967692,16,0,0,1,60,0
30-03-2023,4947.447027,11,0,0,0,60,0
02-01-2023,33605,3,0,0,1,30,1
05-09-2023,6551.160179,23,0,0,0,30,0
22-10-2023,3409.471026,13,0,0,0,30,0
16-05-2023,4582.847561,11,0,0,1,30,0
17-05-2023,3049.956098,12,0,0,0,60,0
20-11-2023,46776.93878,16,0,1,0,30,1
27-10-2023,6773.197222,15,0,0,0,30,0
28-01-2023,11983.12286,14,0,0,0,60,0
03-09-2023,11443.34574,12,0,1,0,60,1
09-05-2023,1257.038889,15,0,0,1,60,0
11-12-2023,8317.712941,13,0,0,0,60,0
21-09-2023,5106.31871,7,0,0,1,60,0
05-10-2023,2497.728684,11,0,1,0,60,1
01-10-2023,2389.428529,17,0,0,0,90,1
13-02-2023,8250.5504,20,0,0,1,30,0
18-06-2023,2513.888519,24,0,0,0,90,0
22-06-2023,14557.87094,14,0,0,0,60,0
13-09-2023,5418.24,13,0,1,0,30,1
26-12-2023,12578.94629,5,0,0,1,30,0
21-05-2023,5968.548148,8,0,0,0,30,0
14-12-2023,3561.416563,6,0,0,0,30,0
25-08-2023,17151.73476,14,0,0,0,60,0
14-12-2023,3066.053235,13,0,0,0,30,0
10-10-2023,4496.938857,8,0,1,0,30,1
18-08-2023,4897.85825,17,0,0,0,90,0
06-02-2023,4352.731765,13,0,1,0,90,1
22-02-2023,8431.531429,12,0,0,0,60,0
23-09-2023,15847.16712,24,0,1,0,60,1
20-04-2023,8304.728205,9,0,0,0,90,0
30-05-2023,22888.0956,17,0,0,0,30,1
31-05-2023,5194.545405,17,0,0,1,60,0
03-10-2023,8159.858947,15,0,1,0,60,1
07-07-2023,6868.716111,10,0,0,0,60,0
08-02-2023,3140.023846,11,0,0,0,30,0
07-10-2023,930.7377273,17,0,0,1,60,0
25-02-2023,11205.22421,13,0,0,1,30,1
27-08-2023,15347.15319,15,0,0,0,30,0
30-03-2023,5948.941481,10,0,0,0,30,0
04-02-2023,2855.945789,17,0,0,0,60,0
16-02-2023,1123.370333,16,0,0,0,30,0
21-06-2023,2528.208,18,0,0,0,30,0
19-07-2023,6853.902,12,0,0,0,90,0
02-08-2023,2443.4385,10,0,1,0,60,1
06-09-2023,3753.987619,14,0,1,1,30,1
15-09-2023,5142.500968,14,0,0,0,30,0
10-02-2023,9061.180667,12,0,0,0,60,0
31-05-2023,9452.32275,8,0,0,1,30,0
13-01-2023,6591.68375,8,0,0,1,60,0
17-06-2023,1206.423235,16,0,0,1,30,0
01-05-2023,5371.625556,16,0,0,0,30,0
09-02-2023,10940.74105,13,0,0,0,30,0
09-03-2023,2350.713226,16,0,0,0,30,0
11-09-2023,6030.684722,14,0,0,1,60,0
27-08-2023,4241.032258,11,0,0,1,30,0
29-06-2023,12084.94395,12,0,0,1,30,0
10-03-2023,3231.0075,18,0,0,1,60,0
22-01-2023,5733.480909,11,0,0,0,30,0
13-10-2023,4048.5932,10,0,0,0,60,0
01-06-2023,19072.53421,15,0,0,0,30,0
16-11-2023,3318.107333,12,0,1,0,60,1
24-12-2023,19789.44825,17,0,0,0,30,0
09-01-2023,3162.883333,3,0,0,1,60,0
25-03-2023,3851.555278,16,0,0,0,30,1
08-05-2023,9228.233667,18,0,0,0,30,1
19-06-2023,2585.640303,16,0,0,1,30,0
03-11-2023,6075.488723,17,0,0,1,30,0
06-08-2023,11373.9784,10,0,0,0,30,0
26-09-2023,3216.847727,16,0,1,0,90,1
01-02-2023,3009.496,13,0,0,0,30,0
15-08-2023,12902.55878,18,0,0,0,30,0
30-01-2023,4258.731111,18,0,0,0,30,0
28-07-2023,4368.093261,16,0,0,0,30,0
21-04-2023,8984.335588,16,0,0,1,60,1
10-06-2023,5960.238571,11,0,1,0,30,1
09-04-2023,6171.013182,13,0,0,0,90,0
03-01-2023,8034.17,2,0,0,0,30,0
24-03-2023,12907.49026,14,0,0,0,30,0
12-12-2023,3834.673889,16,0,0,0,90,0
06-09-2023,14668.78878,15,0,0,1,90,0
28-01-2023,3755.774375,16,0,0,0,30,0
05-09-2023,3670.789773,16,0,0,0,30,0
15-01-2023,1368.875,4,0,0,0,30,0
02-03-2023,5597.289286,12,0,0,0,30,0
19-09-2023,5731.630417,15,0,0,0,60,0
22-02-2023,15462.31182,13,0,0,0,30,0
23-11-2023,2746.614324,10,0,1,0,60,1
11-04-2023,2635.426552,13,0,1,0,30,1
29-11-2023,18033.99537,16,0,0,0,30,0
05-04-2023,10273.44455,11,0,0,0,30,0
08-11-2023,14179.73412,18,0,0,0,30,0
28-11-2023,3475.57,9,0,0,0,30,0
19-06-2023,5531.17525,14,0,1,0,30,1
24-11-2023,11809.26932,20,0,1,0,30,1
19-06-2023,6332.241923,5,0,0,1,30,0
12-11-2023,5554.91069,12,0,0,0,90,0
09-04-2023,2348.504634,13,0,0,0,30,0
24-11-2023,3772.299688,11,0,0,0,30,0
26-03-2023,36223.90639,14,0,0,0,30,1
10-12-2023,5367.408108,12,0,0,0,30,0
22-07-2023,9752.590286,13,0,1,1,60,1
17-01-2023,5486.207,10,0,0,0,30,1
29-06-2023,11558.87308,16,0,0,1,30,0
09-12-2023,2462.463056,13,0,0,0,30,0
19-08-2023,20679.01854,10,0,0,0,60,0
10-10-2023,4505.660909,14,0,1,1,30,1
26-01-2023,7975.209375,16,0,0,0,30,1
07-09-2023,10033.11976,14,0,1,0,30,1
28-07-2023,7720.274667,15,0,0,0,60,0
15-03-2023,2946.485909,9,0,1,1,60,1
17-03-2023,38315.42879,10,0,1,1,30,1
25-05-2023,2728.970303,14,0,0,0,30,0
02-06-2023,9375.91359,18,0,0,0,30,0
07-08-2023,4531.024444,17,0,0,0,30,0
12-01-2023,3982.755,6,0,0,0,30,0
10-01-2023,1187.51,2,0,0,0,30,0
27-03-2023,1462.692188,10,0,0,0,60,0
23-03-2023,2248.743871,18,0,1,1,30,1
15-12-2023,2994.496579,12,0,1,0,30,1
10-03-2023,4318.561111,16,0,0,0,30,0
07-01-2023,6367.82,3,0,0,0,60,0
21-03-2023,3573.447,12,0,1,0,30,1
29-08-2023,10832.16875,14,0,0,0,30,0
14-02-2023,5518.488235,13,0,0,0,30,0
18-12-2023,16088.11455,15,0,1,0,60,1
15-04-2023,11965.95304,13,0,0,0,30,0
13-11-2023,6382.913056,16,0,0,1,60,0
18-12-2023,3353.750968,6,0,1,1,30,1
20-10-2023,9558.243261,13,0,0,0,30,0
03-05-2023,32215.55538,11,0,0,0,30,0
09-06-2023,2773.161026,14,0,0,0,60,1
23-12-2023,2524.928125,8,0,0,0,30,0
05-12-2023,9025.894884,16,0,0,1,30,0
27-05-2023,12686.33655,9,0,0,1,60,0
14-12-2023,4434.881296,21,0,0,1,30,0
22-12-2023,11803.48389,12,0,0,0,30,0
09-01-2023,4139.233333,6,0,0,0,90,1
01-06-2023,4493.595833,11,0,0,1,30,0
06-10-2023,3183.275172,8,0,0,0,30,0
17-11-2023,17746.47634,17,0,1,1,30,1
26-05-2023,4361.872927,15,0,0,0,30,0
23-11-2023,4114.577143,11,0,0,0,30,0
28-03-2023,7610.938889,11,0,0,0,30,0
19-02-2023,2365.919565,12,0,0,0,30,0
21-09-2023,5238.564773,19,0,0,0,60,0
04-06-2023,7856.198889,11,0,1,0,60,1
25-11-2023,6486.710488,14,0,0,0,30,0
02-09-2023,3319.777576,9,0,0,1,30,1
14-04-2023,4210.167838,15,0,1,0,30,1
15-10-2023,4816.868,11,0,0,0,30,0
10-11-2023,8054.94,11,0,0,1,60,0
07-08-2023,3819.752553,12,0,0,1,30,0
03-08-2023,7751.197632,15,0,0,0,30,0
18-07-2023,8535.949714,10,0,0,0,60,0
04-06-2023,5159.380313,14,0,0,0,30,0
22-06-2023,8863.006744,16,0,0,0,60,0
12-04-2023,7879.905946,11,0,0,0,30,0
20-02-2023,6198.350741,14,0,0,1,30,0
27-11-2023,1094.263478,13,0,0,1,30,0
13-11-2023,4772.729211,11,0,0,0,30,0
07-07-2023,3962.351556,19,0,1,0,60,1
16-08-2023,5910.975106,16,0,0,0,90,0
29-10-2023,4007.653871,7,0,0,0,30,0
18-08-2023,13277.65742,8,0,0,0,90,0
12-05-2023,3720.342,15,0,0,0,30,0
29-08-2023,4136.849167,14,0,0,0,30,1
14-09-2023,22953.895,12,0,0,0,90,1
18-09-2023,3849.367,14,0,1,0,90,1
24-11-2023,57348.58086,14,0,0,0,30,1
10-06-2023,11576.75367,7,0,0,0,60,0
08-04-2023,8719.383056,9,0,0,1,60,0
11-08-2023,3347.318298,15,0,0,0,60,0
25-10-2023,7091.763415,13,0,1,0,30,1
19-06-2023,8865.354667,16,0,0,0,30,0
24-04-2023,10190.71556,14,0,1,0,30,1
11-12-2023,5286.835,12,0,1,0,30,1
14-10-2023,7555.693636,16,0,0,0,90,1
21-08-2023,4283.2455,11,0,0,1,90,0
29-04-2023,9111.697576,12,0,0,0,90,0
12-01-2023,6185.676,5,0,0,1,30,0
23-07-2023,4633.65697,16,0,1,0,60,1
27-11-2023,9478.471842,14,0,0,0,30,0
05-08-2023,5550.293235,13,0,0,1,60,0
26-07-2023,25083.63737,12,0,0,0,30,1
31-10-2023,1527.254808,20,0,0,0,30,0
29-08-2023,5802.9345,13,0,1,1,30,1
30-09-2023,5749.467143,13,0,0,0,30,0
25-07-2023,4041.830294,9,0,0,0,60,0
25-09-2023,5169.905476,10,0,0,0,30,0
02-12-2023,9969.190769,18,0,0,1,60,0
21-03-2023,3662.250588,9,0,1,0,30,1
05-06-2023,9521.732326,12,0,0,0,30,0
24-07-2023,11232.83268,11,0,0,1,90,0
03-10-2023,2637.215278,9,0,0,0,30,0
03-05-2023,6680.10913,23,0,0,1,30,0
07-01-2023,5611.04,3,0,0,0,60,0
29-04-2023,7132.966098,15,0,0,0,60,0
06-12-2023,4762.672813,16,0,1,1,30,1
02-03-2023,6095.032222,16,0,0,0,90,1
03-12-2023,4529.573962,24,0,0,1,30,0
24-06-2023,3331.00475,17,0,0,0,30,0
24-03-2023,4859.608788,15,0,0,1,30,0
02-02-2023,7350.421429,7,0,0,0,60,0
25-01-2023,23103,3,0,0,0,30,0
19-12-2023,1503.825135,12,0,1,0,30,1
04-05-2023,6813.661563,10,0,0,0,30,0
26-05-2023,1791.342353,11,0,0,0,30,0
07-10-2023,14343.88553,13,0,0,0,30,0
15-09-2023,13678.06268,15,0,0,1,30,0
20-09-2023,5694.572051,14,0,0,1,30,0
12-07-2023,2448.395,13,0,0,0,30,0
16-02-2023,8462.045,15,0,0,0,30,0
21-02-2023,9517.290588,10,0,0,0,60,0
07-10-2023,5448.640645,11,0,1,0,30,1
23-06-2023,6111.331667,20,0,0,0,30,0
29-05-2023,3876.322286,11,0,0,1,30,0
02-06-2023,4560.31,16,0,0,0,90,1
13-02-2023,8662.3956,20,0,0,1,30,0
19-05-2023,3722.41129,11,0,0,0,60,0
18-08-2023,4576.294545,11,0,0,0,60,1
28-04-2023,12191.991,15,0,0,0,60,0
04-06-2023,5509.845714,20,0,0,0,60,0
02-07-2023,15350.0937,16,0,0,0,60,0
22-12-2023,2407.444255,19,0,0,0,30,0
05-11-2023,5306.964643,11,0,0,0,60,0
26-07-2023,5357.552,8,0,1,0,30,1
30-01-2023,4414.087647,17,0,0,0,60,0
27-06-2023,7591.972791,14,0,0,0,30,0
21-06-2023,11105.31568,14,0,0,0,30,0
31-08-2023,1552.855769,5,0,0,0,30,0
22-09-2023,24444.24207,11,0,0,0,60,0
19-11-2023,7929.593902,18,0,0,0,30,0
09-12-2023,7729.980571,13,0,1,0,90,1
07-06-2023,4249.031818,19,0,0,0,60,0
21-02-2023,1755.526957,15,0,0,1,30,0
28-12-2023,2483.12,12,0,0,0,30,1
26-09-2023,5052.38575,11,0,0,0,60,0
28-01-2023,2687.508889,9,0,1,0,30,1
13-03-2023,4308.152593,11,0,0,0,30,0
07-03-2023,3276.7184,15,0,0,1,30,0
15-11-2023,6030.417857,12,0,0,1,30,0
21-12-2023,7767.791538,14,0,0,0,30,0
23-02-2023,13165.2592,17,0,0,0,30,0
28-05-2023,6605.944286,14,0,1,0,30,1
06-09-2023,3028.058846,12,0,0,0,30,0
22-06-2023,3329.324146,11,0,0,0,60,0
26-12-2023,5558.946889,22,0,0,0,90,0
17-02-2023,9962.495882,11,0,1,0,30,1
28-02-2023,3032.565769,17,0,1,0,60,1
04-01-2023,8145.88,2,0,0,0,60,0
25-12-2023,4600.704,14,0,0,0,60,1
05-03-2023,2199.390278,18,0,1,0,60,1
17-02-2023,15973.85333,11,0,0,0,30,0
18-04-2023,8606.0375,9,0,0,1,60,0
16-07-2023,5202.351,16,0,0,1,30,0
16-02-2023,1705.605333,11,0,0,1,30,0
28-02-2023,1456.703913,16,0,1,1,60,1
15-01-2023,2586.824545,11,0,0,0,30,0
03-11-2023,6009.837714,11,0,0,1,30,0
14-06-2023,3900.076744,18,0,0,0,60,0
25-10-2023,2042.12375,11,0,0,0,30,0
22-05-2023,5430.949615,20,0,0,1,30,0
27-01-2023,10064.68,9,0,0,0,30,0
29-10-2023,9621.821538,15,0,0,0,30,0
24-01-2023,20599.061,10,0,0,1,30,1
30-04-2023,2866.577045,15,0,0,1,30,0
13-03-2023,5390.004054,19,0,0,0,90,0
29-07-2023,6027.411795,10,0,0,0,30,0
25-12-2023,5271.245208,19,0,0,0,30,0
22-05-2023,3996.120244,12,0,0,0,30,0
20-08-2023,1447.270645,15,0,0,0,30,0
16-03-2023,8206.086087,9,0,0,1,30,0
07-11-2023,6736.1404,8,0,0,0,30,0
27-11-2023,4407.5325,12,0,0,0,30,0
21-08-2023,18870.02242,8,0,0,1,30,1
01-02-2023,8303.315556,15,0,0,0,30,0
12-03-2023,4155.038966,13,0,0,0,60,0
01-09-2023,4467.391,12,0,0,0,60,0
15-09-2023,4291.508056,11,0,0,1,30,0
12-03-2023,2724.835769,11,0,0,1,30,0
07-07-2023,9177.302083,10,0,0,0,90,0
04-09-2023,2766.659091,12,0,0,0,60,0
22-06-2023,17146.0227,9,0,0,0,30,0
22-09-2023,2218.919302,13,0,0,0,90,0
23-10-2023,13928.88921,14,0,1,1,30,1
22-01-2023,3718.6875,8,0,0,1,60,1
21-11-2023,15213.97088,12,0,1,1,90,1
15-11-2023,7322.020625,9,0,0,0,60,0
26-08-2023,3962.179615,23,0,0,1,90,0
20-02-2023,4445.912632,12,0,0,1,60,0
18-08-2023,3540.972381,14,0,0,0,30,0
14-05-2023,2964.266818,15,0,0,1,30,0
26-11-2023,10704.40175,12,0,0,0,30,0
11-01-2023,4887.702,5,0,1,0,60,1
26-07-2023,14270.13795,9,0,0,0,30,0
26-12-2023,2622.151429,10,0,1,0,60,1
28-08-2023,13472.65824,12,0,0,0,30,0
03-08-2023,5750.103235,9,0,0,1,30,0
20-12-2023,17897.81216,11,0,0,0,60,1
29-03-2023,5964.811961,16,0,0,0,30,0
24-06-2023,4239.0475,21,0,0,0,30,0
11-10-2023,5877.868158,12,0,1,1,30,1
02-12-2023,2925.333125,6,0,0,0,30,0
05-06-2023,11515.11219,12,0,0,0,60,0
05-08-2023,5090.16069,13,0,0,0,90,0
02-05-2023,12637.83175,16,0,1,0,30,1
19-07-2023,6945.968286,10,0,0,1,30,0
27-10-2023,6820.538276,9,0,0,0,30,0
17-02-2023,3093.92875,14,0,0,0,30,0
28-03-2023,3747.059412,9,0,0,0,90,0
15-10-2023,12708.04594,8,0,0,0,60,0
30-04-2023,6758.841282,7,0,0,0,30,0
14-07-2023,13372.58861,15,0,0,0,30,0
24-11-2023,4780.370476,13,0,1,1,60,1
02-05-2023,5709.465833,14,0,0,0,60,0
23-12-2023,6872.959756,14,0,0,1,60,0
15-05-2023,2406.580769,14,0,0,0,60,0
22-08-2023,1249.299464,17,0,0,1,30,1
06-10-2023,3249.305,16,0,0,1,30,0
04-05-2023,6603.558966,16,0,0,0,30,0
28-08-2023,1275.141579,13,0,0,0,30,0
20-07-2023,3065.552093,15,0,0,0,30,0
02-02-2023,14086.71818,10,0,1,0,60,1
25-10-2023,5912.647931,8,0,0,0,30,0
07-05-2023,4572.743333,11,0,1,0,60,1
27-06-2023,3263.337273,11,0,0,1,30,0
31-03-2023,1971.868286,9,0,0,1,30,0
18-07-2023,15650.60757,15,0,0,0,30,0
06-09-2023,6470.146364,11,0,1,1,60,1
28-08-2023,6499.52525,10,0,0,0,30,0
17-08-2023,371.1759574,14,0,0,0,30,1
12-07-2023,10390.09563,11,0,1,0,60,1
23-02-2023,4066.131304,11,0,0,1,30,0
22-11-2023,3619.507556,14,0,1,0,60,1
22-03-2023,7186.625588,10,0,0,1,30,0
23-10-2023,3763.134242,10,0,0,0,30,0
28-05-2023,6285.07,22,0,1,1,60,1
19-05-2023,3630.722456,16,0,0,1,30,0
08-10-2023,7647.506216,9,0,0,1,30,0
04-01-2023,3480.255,2,0,0,0,60,0
21-05-2023,6025.19825,12,0,0,0,30,0
07-07-2023,3492.8885,12,0,0,0,90,0
05-09-2023,12538.81923,9,0,0,0,30,0
19-05-2023,1663.336364,15,0,0,0,60,0
13-04-2023,4498.745946,12,0,0,0,90,0
13-04-2023,2512.030488,11,0,0,0,30,0
22-12-2023,2912.852162,14,0,1,0,30,1
05-01-2023,5786.176667,3,0,0,0,60,0
21-02-2023,20532.885,11,0,0,0,90,0
18-03-2023,10393.33047,20,0,0,0,30,1
02-05-2023,29738.05348,13,0,0,1,30,0
15-01-2023,4055.784286,7,0,0,0,30,0
02-07-2023,5642.988222,14,0,0,1,30,0
08-01-2023,1782.215,4,0,1,0,30,1
26-04-2023,10161.03784,11,0,1,0,60,1
18-11-2023,8297.388158,13,0,0,0,30,0
12-11-2023,6143.247586,7,0,0,0,30,0
07-11-2023,6796.54625,7,0,0,1,30,0
02-11-2023,1625.64875,11,0,0,0,30,0
23-08-2023,7060.123913,21,0,0,0,30,1
09-05-2023,3033.810682,14,0,1,0,30,1
17-10-2023,5047.468649,17,0,0,0,30,0
14-10-2023,5438.801961,20,0,0,0,60,0
14-11-2023,14363.68083,9,0,0,0,60,0
30-01-2023,23996.83727,11,0,0,0,30,1
03-01-2023,4769.636667,3,0,0,0,60,0
26-02-2023,7007.555294,8,0,0,0,30,0
18-06-2023,20578.64077,15,0,0,1,30,0
27-06-2023,14357.38036,9,0,0,0,60,0
26-11-2023,2721.551905,17,0,0,1,60,0
27-05-2023,13391.53575,13,0,0,0,60,0
14-07-2023,5017.368857,12,0,0,0,30,0
25-07-2023,13658.31837,17,0,0,1,60,0
25-12-2023,4813.713488,13,0,0,0,60,0
25-10-2023,13389.3575,13,0,0,1,30,0
04-12-2023,11896.13118,9,0,0,0,60,0
23-01-2023,7799.954286,7,0,1,1,60,1
30-03-2023,1819.621714,12,0,0,0,90,0
05-11-2023,4780.419444,11,0,0,0,30,0
11-10-2023,10974.89588,11,0,0,0,60,0
26-02-2023,5877.37375,20,0,0,0,90,0
22-10-2023,21631.94778,10,0,0,0,30,0
14-07-2023,2994.468333,8,0,0,1,60,1
25-09-2023,5475.425143,13,0,0,1,30,0
01-06-2023,8152.821875,12,0,1,0,60,1
20-08-2023,10842.9844,16,0,0,0,30,0
01-11-2023,3682.865238,20,0,0,1,30,0
18-03-2023,15884.86375,19,0,1,0,30,1
24-03-2023,5883.249091,12,0,0,0,90,0
11-11-2023,4318.273902,18,0,0,1,90,0
11-09-2023,8396.188772,26,0,0,0,30,0
18-02-2023,6435.623333,6,0,0,0,30,0
28-04-2023,6256.912045,19,0,0,1,60,0
